,property_id,check_in_date,room_category,successful_bookings,capacity
2064,18561,2022-05-21,rt1,23,33
2065,18561,2022-05-21,rt2,30,40
2066,18561,2022-05-21,rt3,19,25
2067,18561,2022-05-21,rt4,7,9
2068,18562,2022-05-21,rt1,25,38
2069,18562,2022-05-21,rt2,25,34
2070,18562,2022-05-21,rt3,23,29
2071,18562,2022-05-21,rt4,14,20
2072,18563,2022-05-21,rt1,16,27
2073,18563,2022-05-21,rt2,18,29
2074,18563,2022-05-21,rt3,15,23
2075,18563,2022-05-21,rt4,10,18
2076,19558,2022-05-21,rt1,23,40
2077,19558,2022-05-21,rt2,18,39
2078,19558,2022-05-21,rt3,11,21
2079,19558,2022-05-21,rt4,3,7
2080,19559,2022-05-21,rt1,13,24
2081,19559,2022-05-21,rt2,23,41
2082,19559,2022-05-21,rt3,17,27
2083,19559,2022-05-21,rt4,2,3
2084,19560,2022-05-21,rt1,20,26
2085,19560,2022-05-21,rt2,29,38
2086,19560,2022-05-21,rt3,16,19
2087,19560,2022-05-21,rt4,12,16
2088,19561,2022-05-21,rt1,25,36
2089,19561,2022-05-21,rt2,28,45
2090,19561,2022-05-21,rt3,17,29
2091,19561,2022-05-21,rt4,4,7
2092,19562,2022-05-21,rt1,25,30
2093,19562,2022-05-21,rt2,17,23
2094,19562,2022-05-21,rt3,23,29
2095,19562,2022-05-21,rt4,10,14
2096,19563,2022-05-21,rt1,16,30
2097,19563,2022-05-21,rt2,25,45
2098,19563,2022-05-21,rt3,19,29
2099,19563,2022-05-21,rt4,4,6
2100,16558,2022-05-22,rt1,17,19
2101,16558,2022-05-22,rt2,20,22
2102,16558,2022-05-22,rt3,7,8
2103,16558,2022-05-22,rt4,3,3
2104,16559,2022-05-22,rt1,28,30
2105,16559,2022-05-22,rt2,38,41
2106,16559,2022-05-22,rt3,28,32
2107,16559,2022-05-22,rt4,16,18
2108,16560,2022-05-22,rt1,24,34
2109,16560,2022-05-22,rt2,24,34
2110,16560,2022-05-22,rt3,14,20
2111,16560,2022-05-22,rt4,6,7
2112,16561,2022-05-22,rt1,16,18
2113,16561,2022-05-22,rt2,24,24
2114,16561,2022-05-22,rt3,19,21
2115,16561,2022-05-22,rt4,9,10
2116,16562,2022-05-22,rt1,22,31
2117,16562,2022-05-22,rt2,30,43
2118,16562,2022-05-22,rt3,13,18
2119,16562,2022-05-22,rt4,4,6
2120,16563,2022-05-22,rt1,35,41
2121,16563,2022-05-22,rt2,35,38
2122,16563,2022-05-22,rt3,19,20
2123,16563,2022-05-22,rt4,18,18
2124,17558,2022-05-22,rt1,14,19
2125,17558,2022-05-22,rt2,38,50
2126,17558,2022-05-22,rt3,20,27
2127,17558,2022-05-22,rt4,5,6
2128,17559,2022-05-22,rt1,31,32
2129,17559,2022-05-22,rt2,33,39
2130,17559,2022-05-22,rt3,16,16
2131,17559,2022-05-22,rt4,12,14
2132,17560,2022-05-22,rt1,30,40
2133,17560,2022-05-22,rt2,33,45
2134,17560,2022-05-22,rt3,18,25
2135,17560,2022-05-22,rt4,10,13
2136,17561,2022-05-22,rt1,24,26
2137,17561,2022-05-22,rt2,29,36
2138,17561,2022-05-22,rt3,17,19
2139,17561,2022-05-22,rt4,4,4
2140,17562,2022-05-22,rt1,12,20
2141,17562,2022-05-22,rt2,20,30
2142,17562,2022-05-22,rt3,17,27
2143,17562,2022-05-22,rt4,4,6
2144,17563,2022-05-22,rt1,23,25
2145,17563,2022-05-22,rt2,38,44
2146,17563,2022-05-22,rt3,16,16
2147,17563,2022-05-22,rt4,17,19
2148,17564,2022-05-22,rt1,10,16
2149,17564,2022-05-22,rt2,22,40
2150,17564,2022-05-22,rt3,14,24
2151,17564,2022-05-22,rt4,12,17
2152,18558,2022-05-22,rt1,11,15
2153,18558,2022-05-22,rt2,24,30
2154,18558,2022-05-22,rt3,19,26
2155,18558,2022-05-22,rt4,16,20
2156,18559,2022-05-22,rt1,26,42
2157,18559,2022-05-22,rt2,28,44
2158,18559,2022-05-22,rt3,15,23
2159,18559,2022-05-22,rt4,13,19
2160,18560,2022-05-22,rt1,28,30
2161,18560,2022-05-22,rt2,36,40
2162,18560,2022-05-22,rt3,22,24
2163,18560,2022-05-22,rt4,14,15
2164,18561,2022-05-22,rt1,28,33
2165,18561,2022-05-22,rt2,34,40
2166,18561,2022-05-22,rt3,21,25
2167,18561,2022-05-22,rt4,8,9
2168,18562,2022-05-22,rt1,33,38
2169,18562,2022-05-22,rt2,30,34
2170,18562,2022-05-22,rt3,27,29
2171,18562,2022-05-22,rt4,18,20
2172,18563,2022-05-22,rt1,19,27
2173,18563,2022-05-22,rt2,21,29
2174,18563,2022-05-22,rt3,18,23
2175,18563,2022-05-22,rt4,13,18
2176,19558,2022-05-22,rt1,22,40
2177,19558,2022-05-22,rt2,24,39
2178,19558,2022-05-22,rt3,11,21
2179,19558,2022-05-22,rt4,5,7
2180,19559,2022-05-22,rt1,18,24
2181,19559,2022-05-22,rt2,30,41
2182,19559,2022-05-22,rt3,18,27
2183,19559,2022-05-22,rt4,2,3
2184,19560,2022-05-22,rt1,23,26
2185,19560,2022-05-22,rt2,34,38
2186,19560,2022-05-22,rt3,17,19
2187,19560,2022-05-22,rt4,14,16
2188,19561,2022-05-22,rt1,27,36
2189,19561,2022-05-22,rt2,32,45
2190,19561,2022-05-22,rt3,22,29
2191,19561,2022-05-22,rt4,5,7
2192,19562,2022-05-22,rt1,25,30
2193,19562,2022-05-22,rt2,23,23
2194,19562,2022-05-22,rt3,24,29
2195,19562,2022-05-22,rt4,11,14
2196,19563,2022-05-22,rt1,24,30
2197,19563,2022-05-22,rt2,31,45
2198,19563,2022-05-22,rt3,21,29
2199,19563,2022-05-22,rt4,4,6
2200,16558,2022-05-23,rt1,13,19
2201,16558,2022-05-23,rt2,14,22
2202,16558,2022-05-23,rt3,4,8
2203,16558,2022-05-23,rt4,2,3
2204,16559,2022-05-23,rt1,18,30
2205,16559,2022-05-23,rt2,24,41
2206,16559,2022-05-23,rt3,22,32
2207,16559,2022-05-23,rt4,9,18
2208,16560,2022-05-23,rt1,15,34
2209,16560,2022-05-23,rt2,16,34
2210,16560,2022-05-23,rt3,10,20
2211,16560,2022-05-23,rt4,4,7
2212,16561,2022-05-23,rt1,12,18
2213,16561,2022-05-23,rt2,13,24
2214,16561,2022-05-23,rt3,15,21
2215,16561,2022-05-23,rt4,6,10
2216,16562,2022-05-23,rt1,16,31
2217,16562,2022-05-23,rt2,23,43
2218,16562,2022-05-23,rt3,9,18
2219,16562,2022-05-23,rt4,3,6
2220,16563,2022-05-23,rt1,28,41
2221,16563,2022-05-23,rt2,25,38
2222,16563,2022-05-23,rt3,14,20
2223,16563,2022-05-23,rt4,12,18
2224,17558,2022-05-23,rt1,10,19
2225,17558,2022-05-23,rt2,23,50
2226,17558,2022-05-23,rt3,13,27
2227,17558,2022-05-23,rt4,3,6
2228,17559,2022-05-23,rt1,21,32
2229,17559,2022-05-23,rt2,25,39
2230,17559,2022-05-23,rt3,11,16
2231,17559,2022-05-23,rt4,9,14
2232,17560,2022-05-23,rt1,19,40
2233,17560,2022-05-23,rt2,22,45
2234,17560,2022-05-23,rt3,12,25
2235,17560,2022-05-23,rt4,7,13
2236,17561,2022-05-23,rt1,17,26
2237,17561,2022-05-23,rt2,23,36
2238,17561,2022-05-23,rt3,14,19
2239,17561,2022-05-23,rt4,3,4
2240,17562,2022-05-23,rt1,8,20
2241,17562,2022-05-23,rt2,14,30
2242,17562,2022-05-23,rt3,12,27
2243,17562,2022-05-23,rt4,3,6
2244,17563,2022-05-23,rt1,17,25
2245,17563,2022-05-23,rt2,29,44
2246,17563,2022-05-23,rt3,9,16
2247,17563,2022-05-23,rt4,12,19
2248,17564,2022-05-23,rt1,7,16
2249,17564,2022-05-23,rt2,14,40
2250,17564,2022-05-23,rt3,12,24
2251,17564,2022-05-23,rt4,8,17
2252,18558,2022-05-23,rt1,9,15
2253,18558,2022-05-23,rt2,14,30
2254,18558,2022-05-23,rt3,12,26
2255,18558,2022-05-23,rt4,10,20
2256,18559,2022-05-23,rt1,15,42
2257,18559,2022-05-23,rt2,19,44
2258,18559,2022-05-23,rt3,11,23
2259,18559,2022-05-23,rt4,9,19
2260,18560,2022-05-23,rt1,18,30
2261,18560,2022-05-23,rt2,26,40
2262,18560,2022-05-23,rt3,14,24
2263,18560,2022-05-23,rt4,11,15
2264,18561,2022-05-23,rt1,21,33
2265,18561,2022-05-23,rt2,25,40
2266,18561,2022-05-23,rt3,16,25
2267,18561,2022-05-23,rt4,5,9
2268,18562,2022-05-23,rt1,24,38
2269,18562,2022-05-23,rt2,20,34
2270,18562,2022-05-23,rt3,18,29
2271,18562,2022-05-23,rt4,11,20
2272,18563,2022-05-23,rt1,15,27
2273,18563,2022-05-23,rt2,15,29
2274,18563,2022-05-23,rt3,11,23
2275,18563,2022-05-23,rt4,9,18
2276,19558,2022-05-23,rt1,19,40
2277,19558,2022-05-23,rt2,14,39
2278,19558,2022-05-23,rt3,8,21
2279,19558,2022-05-23,rt4,3,7
2280,19559,2022-05-23,rt1,13,24
2281,19559,2022-05-23,rt2,22,41
2282,19559,2022-05-23,rt3,16,27
2283,19559,2022-05-23,rt4,1,3
2284,19560,2022-05-23,rt1,17,26
2285,19560,2022-05-23,rt2,24,38
2286,19560,2022-05-23,rt3,12,19
2287,19560,2022-05-23,rt4,11,16
2288,19561,2022-05-23,rt1,16,36
2289,19561,2022-05-23,rt2,24,45
2290,19561,2022-05-23,rt3,14,29
2291,19561,2022-05-23,rt4,4,7
2292,19562,2022-05-23,rt1,21,30
2293,19562,2022-05-23,rt2,15,23
2294,19562,2022-05-23,rt3,17,29
2295,19562,2022-05-23,rt4,9,14
2296,19563,2022-05-23,rt3,15,29
2297,19563,2022-05-23,rt1,15,30
2298,19563,2022-05-23,rt2,25,45
2299,19563,2022-05-23,rt4,3,6
2300,16558,2022-05-24,rt1,11,19
2301,16558,2022-05-24,rt2,14,22
2302,16558,2022-05-24,rt3,5,8
2303,16558,2022-05-24,rt4,2,3
2304,16559,2022-05-24,rt2,23,41
2305,16559,2022-05-24,rt1,21,30
2306,16559,2022-05-24,rt3,18,32
2307,16559,2022-05-24,rt4,13,18
2308,16560,2022-05-24,rt1,14,34
2309,16560,2022-05-24,rt2,19,34
2310,16560,2022-05-24,rt3,11,20
2311,16560,2022-05-24,rt4,4,7
2312,16561,2022-05-24,rt1,10,18
2313,16561,2022-05-24,rt2,15,24
2314,16561,2022-05-24,rt3,13,21
2315,16561,2022-05-24,rt4,6,10
2316,16562,2022-05-24,rt1,17,31
2317,16562,2022-05-24,rt2,23,43
2318,16562,2022-05-24,rt3,9,18
2319,16562,2022-05-24,rt4,4,6
2320,16563,2022-05-24,rt1,28,41
2321,16563,2022-05-24,rt2,23,38
2322,16563,2022-05-24,rt3,12,20
2323,16563,2022-05-24,rt4,11,18
2324,17558,2022-05-24,rt1,9,19
2325,17558,2022-05-24,rt2,24,50
2326,17558,2022-05-24,rt3,15,27
2327,17558,2022-05-24,rt4,4,6
2328,17559,2022-05-24,rt1,17,32
2329,17559,2022-05-24,rt2,21,39
2330,17559,2022-05-24,rt3,10,16
2331,17559,2022-05-24,rt4,8,14
2332,17560,2022-05-24,rt1,20,40
2333,17560,2022-05-24,rt2,26,45
2334,17560,2022-05-24,rt3,12,25
2335,17560,2022-05-24,rt4,5,13
2336,17561,2022-05-24,rt1,15,26
2337,17561,2022-05-24,rt2,23,36
2338,17561,2022-05-24,rt3,14,19
2339,17561,2022-05-24,rt4,3,4
2340,17562,2022-05-24,rt1,8,20
2341,17562,2022-05-24,rt2,13,30
2342,17562,2022-05-24,rt3,12,27
2343,17562,2022-05-24,rt4,3,6
2344,17563,2022-05-24,rt1,15,25
2345,17563,2022-05-24,rt2,31,44
2346,17563,2022-05-24,rt3,9,16
2347,17563,2022-05-24,rt4,13,19
2348,17564,2022-05-24,rt1,7,16
2349,17564,2022-05-24,rt2,18,40
2350,17564,2022-05-24,rt3,9,24
2351,17564,2022-05-24,rt4,7,17
2352,18558,2022-05-24,rt1,8,15
2353,18558,2022-05-24,rt2,16,30
2354,18558,2022-05-24,rt3,12,26
2355,18558,2022-05-24,rt4,10,20
2356,18559,2022-05-24,rt1,17,42
2357,18559,2022-05-24,rt2,18,44
2358,18559,2022-05-24,rt3,10,23
2359,18559,2022-05-24,rt4,9,19
2360,18560,2022-05-24,rt1,17,30
2361,18560,2022-05-24,rt2,23,40
2362,18560,2022-05-24,rt3,15,24
2363,18560,2022-05-24,rt4,12,15
2364,18561,2022-05-24,rt1,18,33
2365,18561,2022-05-24,rt2,28,40
2366,18561,2022-05-24,rt3,14,25
2367,18561,2022-05-24,rt4,4,9
2368,18562,2022-05-24,rt1,23,38
2369,18562,2022-05-24,rt2,20,34
2370,18562,2022-05-24,rt3,17,29
2371,18562,2022-05-24,rt4,14,20
2372,18563,2022-05-24,rt1,13,27
2373,18563,2022-05-24,rt2,17,29
2374,18563,2022-05-24,rt3,11,23
2375,18563,2022-05-24,rt4,10,18
2376,19558,2022-05-24,rt1,16,40
2377,19558,2022-05-24,rt2,17,39
2378,19558,2022-05-24,rt3,8,21
2379,19558,2022-05-24,rt4,3,7
2380,19559,2022-05-24,rt1,11,24
2381,19559,2022-05-24,rt2,20,41
2382,19559,2022-05-24,rt3,14,27
2383,19559,2022-05-24,rt4,1,3
2384,19560,2022-05-24,rt1,18,26
2385,19560,2022-05-24,rt2,25,38
2386,19560,2022-05-24,rt3,13,19
2387,19560,2022-05-24,rt4,10,16
2388,19561,2022-05-24,rt1,18,36
2389,19561,2022-05-24,rt2,20,45
2390,19561,2022-05-24,rt3,17,29
2391,19561,2022-05-24,rt4,3,7
2392,19562,2022-05-24,rt1,17,30
2393,19562,2022-05-24,rt2,13,23
2394,19562,2022-05-24,rt3,17,29
2395,19562,2022-05-24,rt4,9,14
2396,19563,2022-05-24,rt3,14,29
2397,19563,2022-05-24,rt1,14,30
2398,19563,2022-05-24,rt2,25,45
2399,19563,2022-05-24,rt4,3,6
2400,16558,2022-05-25,rt1,13,19
2401,16558,2022-05-25,rt2,13,22
2402,16558,2022-05-25,rt3,5,8
2403,16558,2022-05-25,rt4,2,3
2404,16559,2022-05-25,rt1,20,30
2405,16559,2022-05-25,rt2,26,41
2406,16559,2022-05-25,rt3,19,32
2407,16559,2022-05-25,rt4,10,18
2408,16560,2022-05-25,rt1,20,34
2409,16560,2022-05-25,rt2,16,34
2410,16560,2022-05-25,rt3,8,20
2411,16560,2022-05-25,rt4,4,7
2412,16561,2022-05-25,rt1,12,18
2413,16561,2022-05-25,rt2,15,24
2414,16561,2022-05-25,rt3,12,21
2415,16561,2022-05-25,rt4,7,10
2416,16562,2022-05-25,rt1,16,31
2417,16562,2022-05-25,rt2,22,43
2418,16562,2022-05-25,rt3,9,18
2419,16562,2022-05-25,rt4,4,6
2420,16563,2022-05-25,rt1,25,41
2421,16563,2022-05-25,rt2,21,38
2422,16563,2022-05-25,rt3,12,20
2423,16563,2022-05-25,rt4,11,18
2424,17558,2022-05-25,rt1,11,19
2425,17558,2022-05-25,rt2,25,50
2426,17558,2022-05-25,rt3,13,27
2427,17558,2022-05-25,rt4,3,6
2428,17559,2022-05-25,rt1,22,32
2429,17559,2022-05-25,rt2,25,39
2430,17559,2022-05-25,rt3,10,16
2431,17559,2022-05-25,rt4,9,14
2432,17560,2022-05-25,rt1,19,40
2433,17560,2022-05-25,rt2,24,45
2434,17560,2022-05-25,rt3,14,25
2435,17560,2022-05-25,rt4,5,13
2436,17561,2022-05-25,rt1,15,26
2437,17561,2022-05-25,rt2,19,36
2438,17561,2022-05-25,rt3,12,19
2439,17561,2022-05-25,rt4,3,4
2440,17562,2022-05-25,rt1,9,20
2441,17562,2022-05-25,rt2,11,30
2442,17562,2022-05-25,rt3,10,27
2443,17562,2022-05-25,rt4,3,6
2444,17563,2022-05-25,rt1,16,25
2445,17563,2022-05-25,rt2,30,44
2446,17563,2022-05-25,rt3,10,16
2447,17563,2022-05-25,rt4,13,19
2448,17564,2022-05-25,rt1,6,16
2449,17564,2022-05-25,rt2,17,40
2450,17564,2022-05-25,rt3,12,24
2451,17564,2022-05-25,rt4,8,17
2452,18558,2022-05-25,rt1,8,15
2453,18558,2022-05-25,rt2,14,30
2454,18558,2022-05-25,rt3,13,26
2455,18558,2022-05-25,rt4,9,20
2456,18559,2022-05-25,rt1,17,42
2457,18559,2022-05-25,rt2,19,44
2458,18559,2022-05-25,rt3,11,23
2459,18559,2022-05-25,rt4,8,19
2460,18560,2022-05-25,rt1,18,30
2461,18560,2022-05-25,rt2,25,40
2462,18560,2022-05-25,rt3,13,24
2463,18560,2022-05-25,rt4,10,15
2464,18561,2022-05-25,rt1,20,33
2465,18561,2022-05-25,rt2,22,40
2466,18561,2022-05-25,rt3,18,25
2467,18561,2022-05-25,rt4,5,9
2468,18562,2022-05-25,rt1,25,38
2469,18562,2022-05-25,rt2,22,34
2470,18562,2022-05-25,rt3,18,29
2471,18562,2022-05-25,rt4,13,20
2472,18563,2022-05-25,rt1,14,27
2473,18563,2022-05-25,rt2,14,29
2474,18563,2022-05-25,rt3,12,23
2475,18563,2022-05-25,rt4,9,18
2476,19558,2022-05-25,rt1,18,40
2477,19558,2022-05-25,rt2,17,39
2478,19558,2022-05-25,rt3,10,21
2479,19558,2022-05-25,rt4,3,7
2480,19559,2022-05-25,rt1,13,24
2481,19559,2022-05-25,rt2,20,41
2482,19559,2022-05-25,rt3,14,27
2483,19559,2022-05-25,rt4,2,3
2484,19560,2022-05-25,rt1,18,26
2485,19560,2022-05-25,rt2,23,38
2486,19560,2022-05-25,rt3,12,19
2487,19560,2022-05-25,rt4,9,16
2488,19561,2022-05-25,rt1,18,36
2489,19561,2022-05-25,rt2,24,45
2490,19561,2022-05-25,rt3,14,29
2491,19561,2022-05-25,rt4,4,7
2492,19562,2022-05-25,rt1,19,30
2493,19562,2022-05-25,rt2,14,23
2494,19562,2022-05-25,rt3,18,29
2495,19562,2022-05-25,rt4,9,14
2496,19563,2022-05-25,rt1,18,30
2497,19563,2022-05-25,rt2,23,45
2498,19563,2022-05-25,rt3,15,29
2499,19563,2022-05-25,rt4,4,6
2500,16558,2022-05-26,rt1,12,19
2501,16558,2022-05-26,rt2,15,22
2502,16558,2022-05-26,rt3,5,8
2503,16558,2022-05-26,rt4,2,3
2504,16559,2022-05-26,rt1,21,30
2505,16559,2022-05-26,rt2,26,41
2506,16559,2022-05-26,rt3,23,32
2507,16559,2022-05-26,rt4,12,18
2508,16560,2022-05-26,rt1,18,34
2509,16560,2022-05-26,rt2,17,34
2510,16560,2022-05-26,rt3,10,20
2511,16560,2022-05-26,rt4,4,7
2512,16561,2022-05-26,rt1,12,18
2513,16561,2022-05-26,rt2,17,24
2514,16561,2022-05-26,rt3,14,21
2515,16561,2022-05-26,rt4,6,10
2516,16562,2022-05-26,rt1,15,31
2517,16562,2022-05-26,rt2,20,43
2518,16562,2022-05-26,rt3,9,18
2519,16562,2022-05-26,rt4,3,6
2520,16563,2022-05-26,rt1,22,41
2521,16563,2022-05-26,rt2,22,38
2522,16563,2022-05-26,rt3,13,20
2523,16563,2022-05-26,rt4,11,18
2524,17558,2022-05-26,rt1,9,19
2525,17558,2022-05-26,rt2,25,50
2526,17558,2022-05-26,rt3,14,27
2527,17558,2022-05-26,rt4,3,6
2528,17559,2022-05-26,rt1,21,32
2529,17559,2022-05-26,rt2,23,39
2530,17559,2022-05-26,rt3,12,16
2531,17559,2022-05-26,rt4,9,14
2532,17560,2022-05-26,rt1,21,40
2533,17560,2022-05-26,rt2,21,45
2534,17560,2022-05-26,rt3,12,25
2535,17560,2022-05-26,rt4,6,13
2536,17561,2022-05-26,rt1,16,26
2537,17561,2022-05-26,rt2,23,36
2538,17561,2022-05-26,rt3,12,19
2539,17561,2022-05-26,rt4,3,4
2540,17562,2022-05-26,rt1,9,20
2541,17562,2022-05-26,rt2,11,30
2542,17562,2022-05-26,rt3,13,27
2543,17562,2022-05-26,rt4,2,6
2544,17563,2022-05-26,rt1,15,25
2545,17563,2022-05-26,rt2,26,44
2546,17563,2022-05-26,rt3,10,16
2547,17563,2022-05-26,rt4,12,19
2548,17564,2022-05-26,rt1,8,16
2549,17564,2022-05-26,rt2,17,40
2550,17564,2022-05-26,rt3,10,24
2551,17564,2022-05-26,rt4,6,17
2552,18558,2022-05-26,rt1,8,15
2553,18558,2022-05-26,rt2,15,30
2554,18558,2022-05-26,rt3,12,26
2555,18558,2022-05-26,rt4,10,20
2556,18559,2022-05-26,rt1,15,42
2557,18559,2022-05-26,rt2,17,44
2558,18559,2022-05-26,rt3,11,23
2559,18559,2022-05-26,rt4,8,19
2560,18560,2022-05-26,rt1,19,30
2561,18560,2022-05-26,rt2,27,40
2562,18560,2022-05-26,rt3,15,24
2563,18560,2022-05-26,rt4,8,15
2564,18561,2022-05-26,rt1,21,33
2565,18561,2022-05-26,rt2,23,40
2566,18561,2022-05-26,rt3,14,25
2567,18561,2022-05-26,rt4,5,9
2568,18562,2022-05-26,rt1,22,38
2569,18562,2022-05-26,rt2,19,34
2570,18562,2022-05-26,rt3,19,29
2571,18562,2022-05-26,rt4,13,20
2572,18563,2022-05-26,rt1,13,27
2573,18563,2022-05-26,rt2,15,29
2574,18563,2022-05-26,rt3,12,23
2575,18563,2022-05-26,rt4,9,18
2576,19558,2022-05-26,rt1,15,40
2577,19558,2022-05-26,rt2,15,39
2578,19558,2022-05-26,rt3,10,21
2579,19558,2022-05-26,rt4,3,7
2580,19559,2022-05-26,rt1,11,24
2581,19559,2022-05-26,rt2,21,41
2582,19559,2022-05-26,rt3,15,27
2583,19559,2022-05-26,rt4,2,3
2584,19560,2022-05-26,rt1,14,26
2585,19560,2022-05-26,rt2,23,38
2586,19560,2022-05-26,rt3,12,19
2587,19560,2022-05-26,rt4,10,16
2588,19561,2022-05-26,rt1,16,36
2589,19561,2022-05-26,rt2,23,45
2590,19561,2022-05-26,rt3,15,29
2591,19561,2022-05-26,rt4,4,7
2592,19562,2022-05-26,rt1,16,30
2593,19562,2022-05-26,rt2,15,23
2594,19562,2022-05-26,rt3,20,29
2595,19562,2022-05-26,rt4,8,14
2596,19563,2022-05-26,rt1,15,30
2597,19563,2022-05-26,rt2,22,45
2598,19563,2022-05-26,rt3,13,29
2599,19563,2022-05-26,rt4,3,6
2600,16558,2022-05-27,rt1,12,19
2601,16558,2022-05-27,rt2,13,22
2602,16558,2022-05-27,rt3,5,8
2603,16558,2022-05-27,rt4,2,3
2604,16559,2022-05-27,rt2,28,41
2605,16559,2022-05-27,rt1,18,30
2606,16559,2022-05-27,rt3,22,32
2607,16559,2022-05-27,rt4,11,18
2608,16560,2022-05-27,rt1,19,34
2609,16560,2022-05-27,rt2,18,34
2610,16560,2022-05-27,rt3,11,20
2611,16560,2022-05-27,rt4,4,7
2612,16561,2022-05-27,rt1,10,18
2613,16561,2022-05-27,rt2,13,24
2614,16561,2022-05-27,rt3,11,21
2615,16561,2022-05-27,rt4,6,10
2616,16562,2022-05-27,rt1,15,31
2617,16562,2022-05-27,rt2,19,43
2618,16562,2022-05-27,rt3,9,18
2619,16562,2022-05-27,rt4,3,6
2620,16563,2022-05-27,rt1,23,41
2621,16563,2022-05-27,rt2,26,38
2622,16563,2022-05-27,rt3,13,20
2623,16563,2022-05-27,rt4,12,18
2624,17558,2022-05-27,rt1,10,19
2625,17558,2022-05-27,rt2,26,50
2626,17558,2022-05-27,rt3,14,27
2627,17558,2022-05-27,rt4,3,6
2628,17559,2022-05-27,rt1,19,32
2629,17559,2022-05-27,rt2,26,39
2630,17559,2022-05-27,rt3,12,16
2631,17559,2022-05-27,rt4,9,14
2632,17560,2022-05-27,rt1,18,40
2633,17560,2022-05-27,rt2,25,45
2634,17560,2022-05-27,rt3,13,25
2635,17560,2022-05-27,rt4,5,13
2636,17561,2022-05-27,rt1,16,26
2637,17561,2022-05-27,rt2,19,36
2638,17561,2022-05-27,rt3,12,19
2639,17561,2022-05-27,rt4,3,4
2640,17562,2022-05-27,rt1,9,20
2641,17562,2022-05-27,rt2,13,30
2642,17562,2022-05-27,rt3,11,27
2643,17562,2022-05-27,rt4,3,6
2644,17563,2022-05-27,rt1,15,25
2645,17563,2022-05-27,rt2,31,44
2646,17563,2022-05-27,rt3,10,16
2647,17563,2022-05-27,rt4,12,19
2648,17564,2022-05-27,rt1,6,16
2649,17564,2022-05-27,rt2,19,40
2650,17564,2022-05-27,rt3,9,24
2651,17564,2022-05-27,rt4,7,17
2652,18558,2022-05-27,rt1,8,15
2653,18558,2022-05-27,rt2,14,30
2654,18558,2022-05-27,rt3,12,26
2655,18558,2022-05-27,rt4,11,20
2656,18559,2022-05-27,rt1,18,42
2657,18559,2022-05-27,rt2,17,44
2658,18559,2022-05-27,rt3,10,23
2659,18559,2022-05-27,rt4,7,19
2660,18560,2022-05-27,rt1,19,30
2661,18560,2022-05-27,rt2,28,40
2662,18560,2022-05-27,rt3,16,24
2663,18560,2022-05-27,rt4,10,15
2664,18561,2022-05-27,rt1,20,33
2665,18561,2022-05-27,rt2,27,40
2666,18561,2022-05-27,rt3,13,25
2667,18561,2022-05-27,rt4,6,9
2668,18562,2022-05-27,rt1,21,38
2669,18562,2022-05-27,rt2,22,34
2670,18562,2022-05-27,rt3,20,29
2671,18562,2022-05-27,rt4,10,20
2672,18563,2022-05-27,rt1,13,27
2673,18563,2022-05-27,rt2,15,29
2674,18563,2022-05-27,rt3,12,23
2675,18563,2022-05-27,rt4,10,18
2676,19558,2022-05-27,rt1,19,40
2677,19558,2022-05-27,rt2,16,39
2678,19558,2022-05-27,rt3,10,21
2679,19558,2022-05-27,rt4,3,7
2680,19559,2022-05-27,rt1,13,24
2681,19559,2022-05-27,rt2,18,41
2682,19559,2022-05-27,rt3,15,27
2683,19559,2022-05-27,rt4,2,3
2684,19560,2022-05-27,rt1,18,26
2685,19560,2022-05-27,rt2,24,38
2686,19560,2022-05-27,rt3,12,19
2687,19560,2022-05-27,rt4,9,16
2688,19561,2022-05-27,rt1,18,36
2689,19561,2022-05-27,rt2,24,45
2690,19561,2022-05-27,rt3,16,29
2691,19561,2022-05-27,rt4,3,7
2692,19562,2022-05-27,rt1,17,30
2693,19562,2022-05-27,rt2,14,23
2694,19562,2022-05-27,rt3,16,29
2695,19562,2022-05-27,rt4,9,14
2696,19563,2022-05-27,rt3,14,29
2697,19563,2022-05-27,rt1,16,30
2698,19563,2022-05-27,rt2,21,45
2699,19563,2022-05-27,rt4,3,6
2700,16558,2022-05-28,rt1,17,19
2701,16558,2022-05-28,rt2,19,22
2702,16558,2022-05-28,rt3,8,8
2703,16558,2022-05-28,rt4,3,3
2704,16559,2022-05-28,rt1,26,30
2705,16559,2022-05-28,rt2,36,41
2706,16559,2022-05-28,rt3,31,32
2707,16559,2022-05-28,rt4,18,18
2708,16560,2022-05-28,rt1,24,34
2709,16560,2022-05-28,rt2,27,34
2710,16560,2022-05-28,rt3,14,20
2711,16560,2022-05-28,rt4,5,7
2712,16561,2022-05-28,rt1,16,18
2713,16561,2022-05-28,rt2,23,24
2714,16561,2022-05-28,rt3,20,21
2715,16561,2022-05-28,rt4,9,10
2716,16562,2022-05-28,rt1,23,31
2717,16562,2022-05-28,rt2,33,43
2718,16562,2022-05-28,rt3,14,18
2719,16562,2022-05-28,rt4,5,6
2720,16563,2022-05-28,rt1,39,41
2721,16563,2022-05-28,rt2,31,38
2722,16563,2022-05-28,rt3,17,20
2723,16563,2022-05-28,rt4,16,18
2724,17558,2022-05-28,rt1,15,19
2725,17558,2022-05-28,rt2,36,50
2726,17558,2022-05-28,rt3,22,27
2727,17558,2022-05-28,rt4,5,6
2728,17559,2022-05-28,rt1,27,32
